key,name,Handedness,height,weight,Mean Batting Average,Mean Home Runs,Height_Class,Weight_Class,Physical Attributes,Count
422,Pedro Garcia,Right Handed,70,175,0.22,37,Shorter,Thinner,Shorter & Thinner,229
423,Carl Yastrzemski,Left Handed,71,175,0.285,452,Shorter,Thinner,Shorter & Thinner,107
424,Bob Babcock,Right Handed,77,210,0,0,Taller,Heavier,Taller & Heavier,307
425,Craig Eaton,Right Handed,71,175,0,0,Shorter,Thinner,Shorter & Thinner,229
426,Derrel Thomas,Both L & R,72,160,0.249,43,Shorter,Thinner,Shorter & Thinner,54
427,Art Howe,Right Handed,74,190,0.26,43,Taller,Heavier,Taller & Heavier,307
428,Ike Brown,Right Handed,72,190,0.256,20,Shorter,Heavier,Shorter & Heavier,101
429,Howie Goss,Right Handed,76,204,0.216,11,Taller,Heavier,Taller & Heavier,307
430,Glenn Borgmann,Right Handed,76,210,0.229,16,Taller,Heavier,Taller & Heavier,307
431,Lamar Johnson,Right Handed,74,215,0.287,64,Taller,Heavier,Taller & Heavier,307
432,Julio Gonzalez,Right Handed,71,162,0.235,4,Shorter,Thinner,Shorter & Thinner,229
433,Bobby Klaus,Right Handed,70,170,0.208,6,Shorter,Thinner,Shorter & Thinner,229
434,Manny Sanguillen,Right Handed,72,193,0.296,65,Shorter,Heavier,Shorter & Heavier,101
435,Gates Brown,Left Handed,71,220,0.257,84,Shorter,Heavier,Shorter & Heavier,47
436,Johnny Ray,Both L & R,71,170,0.29,53,Shorter,Thinner,Shorter & Thinner,54
437,Jesus Alou,Right Handed,74,190,0.28,32,Taller,Heavier,Taller & Heavier,307
438,Ken Landreaux,Left Handed,70,165,0.268,91,Shorter,Thinner,Shorter & Thinner,107
439,Enos Cabell,Right Handed,76,170,0.277,60,Taller,Thinner,Taller & Thinner,100
440,Roy Branch,Right Handed,72,175,0,0,Shorter,Thinner,Shorter & Thinner,229
441,Billy North,Both L & R,71,185,0.261,20,Shorter,Heavier,Shorter & Heavier,10
442,Juan Beniquez,Right Handed,71,150,0.274,79,Shorter,Thinner,Shorter & Thinner,229
443,Frank Fernandez,Right Handed,72,185,0.199,39,Shorter,Heavier,Shorter & Heavier,101
444,Bombo Rivera,Right Handed,70,187,0.265,10,Shorter,Heavier,Shorter & Heavier,101
445,Steve Brye,Right Handed,72,190,0.258,30,Shorter,Heavier,Shorter & Heavier,101
446,Ron Jackson,Right Handed,72,200,0.259,56,Shorter,Heavier,Shorter & Heavier,101
447,Roger Metzger,Both L & R,72,165,0.231,5,Shorter,Thinner,Shorter & Thinner,54
448,Rufino Linares,Right Handed,72,170,0.27,11,Shorter,Thinner,Shorter & Thinner,229
449,Ray Webster,Left Handed,72,185,0.244,17,Shorter,Heavier,Shorter & Heavier,47
450,Bob Kearney,Right Handed,72,190,0.233,27,Shorter,Heavier,Shorter & Heavier,101
451,Fergie Jenkins,Right Handed,77,205,0.165,13,Taller,Heavier,Taller & Heavier,307
452,Dick Dietz,Right Handed,73,195,0.261,66,Taller,Heavier,Taller & Heavier,307
453,Ted Cox,Right Handed,75,195,0.245,10,Taller,Heavier,Taller & Heavier,307
454,Bobby Mitchell,Left Handed,70,170,0.243,3,Shorter,Thinner,Shorter & Thinner,107
455,Bobby Mitchell,Right Handed,75,185,0.235,21,Taller,Heavier,Taller & Heavier,307
456,Barry Evans,Right Handed,73,180,0.251,2,Taller,Thinner,Taller & Thinner,100
457,Mickey Brantley,Right Handed,70,180,0.259,32,Shorter,Thinner,Shorter & Thinner,229
458,Al Gallagher,Right Handed,72,180,0.263,11,Shorter,Thinner,Shorter & Thinner,229
459,Rob Woodward,Right Handed,75,185,0,0,Taller,Heavier,Taller & Heavier,307
460,Hector Cruz,Right Handed,71,170,0.225,39,Shorter,Thinner,Shorter & Thinner,229
461,Fred Norman,Both L & R,68,155,0.125,0,Shorter,Thinner,Shorter & Thinner,54
462,Woody Woodward,Right Handed,74,180,0.236,1,Taller,Thinner,Taller & Thinner,100
463,Ted Martinez,Right Handed,72,165,0.24,7,Shorter,Thinner,Shorter & Thinner,229
464,Jim Anderson,Right Handed,72,170,0.218,13,Shorter,Thinner,Shorter & Thinner,229
465,Lenn Sakata,Right Handed,69,160,0.23,25,Shorter,Thinner,Shorter & Thinner,229
466,Dave Duncan,Right Handed,74,190,0.214,109,Taller,Heavier,Taller & Heavier,307
467,Randy Jones,Right Handed,72,178,0.132,0,Shorter,Thinner,Shorter & Thinner,229
468,Dick Billings,Right Handed,73,195,0.227,16,Taller,Heavier,Taller & Heavier,307
469,Bob Veselic,Right Handed,72,175,0,0,Shorter,Thinner,Shorter & Thinner,229
470,Bruce Bochte,Left Handed,75,195,0.282,100,Taller,Heavier,Taller & Heavier,119
471,Bernie Carbo,Left Handed,71,173,0.264,96,Shorter,Thinner,Shorter & Thinner,107
472,Vic Davalillo,Left Handed,67,150,0.279,36,Shorter,Thinner,Shorter & Thinner,107
473,Burt Hooton,Right Handed,73,210,0.123,4,Taller,Heavier,Taller & Heavier,307
474,Chuck Hockenbery,Both L & R,73,195,0,0,Taller,Heavier,Taller & Heavier,27
475,Bob Ferris,Right Handed,78,225,0,0,Taller,Heavier,Taller & Heavier,307
476,Fernando Gonzalez,Right Handed,70,165,0.235,17,Shorter,Thinner,Shorter & Thinner,229
477,Jim Sundberg,Right Handed,72,190,0.248,95,Shorter,Heavier,Shorter & Heavier,101
478,Andy Kosco,Right Handed,75,205,0.236,73,Taller,Heavier,Taller & Heavier,307
479,Steve Huntz,Both L & R,73,204,0.206,16,Taller,Heavier,Taller & Heavier,27
480,Gary Wheelock,Right Handed,75,205,0,0,Taller,Heavier,Taller & Heavier,307
481,Lenny Faedo,Right Handed,72,170,0.251,5,Shorter,Thinner,Shorter & Thinner,229
482,John Lowenstein,Left Handed,72,175,0.253,116,Shorter,Thinner,Shorter & Thinner,107
483,Don Kessinger,Both L & R,73,170,0.252,14,Taller,Thinner,Taller & Thinner,13
484,Joe Hague,Left Handed,72,195,0.239,40,Shorter,Heavier,Shorter & Heavier,47
485,Bake McBride,Left Handed,74,190,0.299,63,Taller,Heavier,Taller & Heavier,119
486,Dick Davis,Right Handed,75,190,0.265,27,Taller,Heavier,Taller & Heavier,307
487,Richie Scheinblum,Both L & R,73,180,0.263,13,Taller,Thinner,Taller & Thinner,13
488,Ed Herrmann,Left Handed,73,195,0.24,80,Taller,Heavier,Taller & Heavier,119
489,Mike Rochford,Left Handed,76,205,0,0,Taller,Heavier,Taller & Heavier,119
490,Jeff Schneider,Both L & R,75,195,0,0,Taller,Heavier,Taller & Heavier,27
491,Bob Molinaro,Left Handed,72,190,0.264,14,Shorter,Heavier,Shorter & Heavier,47
492,Mike Hegan,Left Handed,73,188,0.242,53,Taller,Heavier,Taller & Heavier,119
493,Mike Diaz,Right Handed,74,195,0.247,31,Taller,Heavier,Taller & Heavier,307
494,Tim Foli,Right Handed,72,179,0.251,25,Shorter,Thinner,Shorter & Thinner,229
495,Alan Knicely,Right Handed,72,190,0.213,12,Shorter,Heavier,Shorter & Heavier,101
496,Tim Laudner,Right Handed,75,212,0.225,77,Taller,Heavier,Taller & Heavier,307
497,Jose Morales,Right Handed,71,187,0.287,26,Shorter,Heavier,Shorter & Heavier,101
498,Luis Encarnacion,Right Handed,70,178,0,0,Shorter,Thinner,Shorter & Thinner,229
499,Rick Kreuger,Right Handed,74,185,0,0,Taller,Heavier,Taller & Heavier,307
500,Juan Marichal,Right Handed,72,185,0.165,4,Shorter,Heavier,Shorter & Heavier,101
501,Vida Blue,Both L & R,72,189,0.104,4,Shorter,Heavier,Shorter & Heavier,10
502,Angel Moreno,Left Handed,69,165,0,0,Shorter,Thinner,Shorter & Thinner,107
503,Roger Weaver,Right Handed,75,190,0,0,Taller,Heavier,Taller & Heavier,307
504,Stan Papi,Right Handed,72,170,0.218,7,Shorter,Thinner,Shorter & Thinner,229
505,Rob Wilfong,Left Handed,73,180,0.248,39,Taller,Thinner,Taller & Thinner,43
506,Chris Knapp,Right Handed,77,195,0,0,Taller,Heavier,Taller & Heavier,307
507,Steve Henderson,Right Handed,74,190,0.28,68,Taller,Heavier,Taller & Heavier,307
508,Rob Picciolo,Right Handed,74,185,0.234,17,Taller,Heavier,Taller & Heavier,307
509,Don Welchel,Right Handed,76,205,0,0,Taller,Heavier,Taller & Heavier,307
510,Randy Wiles,Left Handed,73,185,0,0,Taller,Heavier,Taller & Heavier,119
511,Roberto Pena,Right Handed,68,170,0.245,13,Shorter,Thinner,Shorter & Thinner,229
512,Bob Dernier,Right Handed,72,160,0.255,23,Shorter,Thinner,Shorter & Thinner,229
513,Bill Melton,Right Handed,74,200,0.253,160,Taller,Heavier,Taller & Heavier,307
514,Albert Hall,Both L & R,71,155,0.251,5,Shorter,Thinner,Shorter & Thinner,54
515,Barbaro Garbey,Right Handed,70,170,0.267,11,Shorter,Thinner,Shorter & Thinner,229
516,John Milner,Left Handed,72,185,0.249,131,Shorter,Heavier,Shorter & Heavier,47
517,Rich Reese,Left Handed,75,185,0.253,52,Taller,Heavier,Taller & Heavier,119
518,Chris Bando,Both L & R,72,195,0.227,27,Shorter,Heavier,Shorter & Heavier,10
519,Bill Buckner,Left Handed,72,185,0.289,174,Shorter,Heavier,Shorter & Heavier,47
520,Jack Hiatt,Right Handed,74,190,0.251,22,Taller,Heavier,Taller & Heavier,307
521,Nelson Mathews,Right Handed,76,195,0.223,22,Taller,Heavier,Taller & Heavier,307
522,Larry Lintz,Both L & R,69,150,0.227,0,Shorter,Thinner,Shorter & Thinner,54
523,Ron Theobald,Right Handed,68,165,0.248,2,Shorter,Thinner,Shorter & Thinner,229
524,Dewey Robinson,Right Handed,72,180,0,0,Shorter,Thinner,Shorter & Thinner,229
525,Rafael Santana,Right Handed,73,165,0.246,13,Taller,Thinner,Taller & Thinner,100
526,Jerry Hairston,Both L & R,70,170,0.258,30,Shorter,Thinner,Shorter & Thinner,54
527,Tony Arnold,Right Handed,71,170,0,0,Shorter,Thinner,Shorter & Thinner,229
528,Jeff Schattinger,Left Handed,77,200,0,0,Taller,Heavier,Taller & Heavier,119
529,Ike Brookens,Right Handed,77,170,0,0,Taller,Thinner,Taller & Thinner,100
530,Tommie Aaron,Right Handed,75,190,0.229,13,Taller,Heavier,Taller & Heavier,307
531,Steve Dillard,Right Handed,73,180,0.243,13,Taller,Thinner,Taller & Thinner,100
532,Win Remmerswaal,Right Handed,74,160,0,0,Taller,Thinner,Taller & Thinner,100
533,Jeff Peterek,Right Handed,74,195,0,0,Taller,Heavier,Taller & Heavier,307
534,George Scott,Right Handed,74,200,0.268,271,Taller,Heavier,Taller & Heavier,307
535,Jeff Shaver,Right Handed,75,195,0,0,Taller,Heavier,Taller & Heavier,307
536,Ken Walters,Right Handed,73,180,0.231,11,Taller,Thinner,Taller & Thinner,100
537,Gorman Thomas,Right Handed,74,210,0.225,268,Taller,Heavier,Taller & Heavier,307
538,Paul Dade,Right Handed,73,185,0.27,10,Taller,Heavier,Taller & Heavier,307
539,Darrell Porter,Left Handed,72,193,0.247,188,Shorter,Heavier,Shorter & Heavier,47
540,Tim Johnson,Left Handed,73,170,0.223,0,Taller,Thinner,Taller & Thinner,43
541,Fred Stanley,Right Handed,70,165,0.216,10,Shorter,Thinner,Shorter & Thinner,229
542,Larry Bowa,Both L & R,70,155,0.26,15,Shorter,Thinner,Shorter & Thinner,54
543,Tim Corcoran,Left Handed,71,175,0.27,12,Shorter,Thinner,Shorter & Thinner,107
544,Jim Spencer,Left Handed,74,195,0.25,146,Taller,Heavier,Taller & Heavier,119
545,Pete LaCock,Left Handed,74,200,0.257,27,Taller,Heavier,Taller & Heavier,119
546,Carl Morton,Right Handed,72,200,0.156,7,Shorter,Heavier,Shorter & Heavier,101
547,Gary Gray,Right Handed,72,187,0.24,24,Shorter,Heavier,Shorter & Heavier,101
548,Matty Alou,Left Handed,69,160,0.307,31,Shorter,Thinner,Shorter & Thinner,107
549,Pete Filson,Both L & R,74,195,0,0,Taller,Heavier,Taller & Heavier,27
550,Jim Dwyer,Left Handed,70,165,0.26,77,Shorter,Thinner,Shorter & Thinner,107
551,Dalton Jones,Left Handed,73,180,0.235,41,Taller,Thinner,Taller & Thinner,43
552,Rennie Stennett,Right Handed,71,160,0.274,41,Shorter,Thinner,Shorter & Thinner,229
553,Jim Gideon,Right Handed,75,190,0,0,Taller,Heavier,Taller & Heavier,307
554,Jerry May,Right Handed,74,190,0.234,15,Taller,Heavier,Taller & Heavier,307
555,Rich McKinney,Right Handed,71,185,0.225,20,Shorter,Heavier,Shorter & Heavier,101
556,Clint Hurdle,Left Handed,75,195,0.259,32,Taller,Heavier,Taller & Heavier,119
557,Mike Andrews,Right Handed,75,195,0.258,66,Taller,Heavier,Taller & Heavier,307
558,Bobby Clark,Right Handed,72,190,0.239,19,Shorter,Heavier,Shorter & Heavier,101
559,Jeff Twitty,Left Handed,74,185,0,0,Taller,Heavier,Taller & Heavier,119
560,Cliff Johnson,Right Handed,76,215,0.258,196,Taller,Heavier,Taller & Heavier,307
561,Steve Cummings,Both L & R,74,200,0,0,Taller,Heavier,Taller & Heavier,27
562,Donn Clendenon,Right Handed,76,209,0.274,159,Taller,Heavier,Taller & Heavier,307
563,Charlie James,Right Handed,73,195,0.255,29,Taller,Heavier,Taller & Heavier,307
564,Bob Horner,Right Handed,73,195,0.277,218,Taller,Heavier,Taller & Heavier,307
565,Tom Veryzer,Right Handed,73,175,0.241,14,Taller,Thinner,Taller & Thinner,100
566,Jose Cecena,Right Handed,71,180,0,0,Shorter,Thinner,Shorter & Thinner,229
567,George Smith,Right Handed,70,170,0.205,9,Shorter,Thinner,Shorter & Thinner,229
568,Jim Essian,Right Handed,74,195,0.244,33,Taller,Heavier,Taller & Heavier,307
569,Onix Concepcion,Right Handed,66,160,0.239,3,Shorter,Thinner,Shorter & Thinner,229
570,Boots Day,Left Handed,69,160,0.256,8,Shorter,Thinner,Shorter & Thinner,107
571,Brian Giles,Right Handed,73,165,0.228,10,Taller,Thinner,Taller & Thinner,100
572,Garry Maddox,Right Handed,75,175,0.285,117,Taller,Thinner,Taller & Thinner,100
573,Alex Trevino,Right Handed,70,165,0.249,23,Shorter,Thinner,Shorter & Thinner,229
574,Jim Price,Right Handed,72,192,0.214,18,Shorter,Heavier,Shorter & Heavier,101
575,Felix Millan,Right Handed,71,172,0.279,22,Shorter,Thinner,Shorter & Thinner,229
576,Steve Garvey,Right Handed,70,192,0.294,272,Shorter,Heavier,Shorter & Heavier,101
577,Don Mincher,Left Handed,75,205,0.249,200,Taller,Heavier,Taller & Heavier,119
578,Greg Erardi,Right Handed,73,190,0,0,Taller,Heavier,Taller & Heavier,307
579,Jim Farr,Right Handed,73,195,0,0,Taller,Heavier,Taller & Heavier,307
580,Tony Cloninger,Right Handed,72,210,0.192,11,Shorter,Heavier,Shorter & Heavier,101
581,Jim Gosger,Left Handed,71,185,0.226,30,Shorter,Heavier,Shorter & Heavier,47
582,Chuck Harrison,Right Handed,70,185,0.238,17,Shorter,Heavier,Shorter & Heavier,101
583,Mike Ivie,Right Handed,75,205,0.269,81,Taller,Heavier,Taller & Heavier,307
584,Frank Dimichele,Right Handed,75,205,0,0,Taller,Heavier,Taller & Heavier,307
585,Bob Veale,Both L & R,78,212,0.114,0,Taller,Heavier,Taller & Heavier,27
586,Marvell Wynne,Left Handed,71,175,0.247,40,Shorter,Thinner,Shorter & Thinner,107
587,Dusty Baker,Right Handed,74,183,0.278,242,Taller,Thinner,Taller & Thinner,100
588,Tucker Ashford,Right Handed,73,195,0.218,6,Taller,Heavier,Taller & Heavier,307
589,Ned Yost,Right Handed,73,190,0.212,16,Taller,Heavier,Taller & Heavier,307
590,Bob Stinson,Both L & R,71,180,0.25,33,Shorter,Thinner,Shorter & Thinner,54
591,Mike Warren,Right Handed,73,175,0,0,Taller,Thinner,Taller & Thinner,100
592,Gaylord Perry,Right Handed,76,205,0.131,6,Taller,Heavier,Taller & Heavier,307
593,Dave Marshall,Left Handed,73,182,0.246,16,Taller,Thinner,Taller & Thinner,43
594,Mickey Hatcher,Right Handed,74,200,0.28,38,Taller,Heavier,Taller & Heavier,307
595,Roger Repoz,Left Handed,75,190,0.224,82,Taller,Heavier,Taller & Heavier,119
596,Bill Fulton,Right Handed,75,195,0,0,Taller,Heavier,Taller & Heavier,307
597,John Orsino,Right Handed,75,215,0.249,40,Taller,Heavier,Taller & Heavier,307
598,Larry Anderson,Right Handed,75,190,0,0,Taller,Heavier,Taller & Heavier,307
599,Johnny Briggs,Left Handed,73,190,0.253,139,Taller,Heavier,Taller & Heavier,119
600,Craig Mitchell,Right Handed,75,180,0,0,Taller,Thinner,Taller & Thinner,100
601,Dave Hostetler,Right Handed,76,215,0.229,37,Taller,Heavier,Taller & Heavier,307
602,Bob Jones,Left Handed,74,195,0.221,20,Taller,Heavier,Taller & Heavier,119
603,Keith Hernandez,Left Handed,72,180,0.296,162,Shorter,Thinner,Shorter & Thinner,107
604,Alfredo Martinez,Right Handed,75,185,0,0,Taller,Heavier,Taller & Heavier,307
605,Dean Chance,Right Handed,75,200,0.066,0,Taller,Heavier,Taller & Heavier,307
606,Willie Upshaw,Left Handed,72,185,0.262,123,Shorter,Heavier,Shorter & Heavier,47
607,Dick Green,Right Handed,70,180,0.24,80,Shorter,Thinner,Shorter & Thinner,229
608,Dane Iorg,Left Handed,72,180,0.276,14,Shorter,Thinner,Shorter & Thinner,107
609,Richie Hebner,Left Handed,73,195,0.276,203,Taller,Heavier,Taller & Heavier,119
610,Fran Healy,Right Handed,77,220,0.25,20,Taller,Heavier,Taller & Heavier,307
611,Doc Edwards,Right Handed,74,215,0.238,15,Taller,Heavier,Taller & Heavier,307
612,Sandy Alomar,Both L & R,69,140,0.245,13,Shorter,Thinner,Shorter & Thinner,54
613,Joe Strain,Right Handed,70,169,0.25,1,Shorter,Thinner,Shorter & Thinner,229
614,Gene Richards,Left Handed,72,175,0.29,26,Shorter,Thinner,Shorter & Thinner,107
615,Buddy Bell,Right Handed,73,180,0.279,201,Taller,Thinner,Taller & Thinner,100
616,Al Woods,Left Handed,75,190,0.271,35,Taller,Heavier,Taller & Heavier,119
617,Rudy Law,Left Handed,73,165,0.271,18,Taller,Thinner,Taller & Thinner,43
618,Joel Davis,Left Handed,77,205,0,0,Taller,Heavier,Taller & Heavier,119
619,Jody Davis,Right Handed,76,192,0.245,127,Taller,Heavier,Taller & Heavier,307
620,Mike Edwards,Right Handed,70,154,0.25,2,Shorter,Thinner,Shorter & Thinner,229
621,Bill Mooneyham,Right Handed,72,175,0,0,Shorter,Thinner,Shorter & Thinner,229
622,John Hobbs,Right Handed,75,190,0,0,Taller,Heavier,Taller & Heavier,307
623,Deron Johnson,Right Handed,74,200,0.244,245,Taller,Heavier,Taller & Heavier,307
624,John Denny,Right Handed,75,185,0.17,0,Taller,Heavier,Taller & Heavier,307
625,Don Wert,Right Handed,70,162,0.242,77,Shorter,Thinner,Shorter & Thinner,229
626,Mike Fiore,Left Handed,72,175,0.227,13,Shorter,Thinner,Shorter & Thinner,107
627,Miguel Dilone,Both L & R,72,160,0.265,6,Shorter,Thinner,Shorter & Thinner,54
628,Greg Luzinski,Right Handed,73,220,0.276,307,Taller,Heavier,Taller & Heavier,307
629,Bobby Tolan,Left Handed,71,170,0.265,86,Shorter,Thinner,Shorter & Thinner,107
630,Karl Best,Right Handed,76,190,0,0,Taller,Heavier,Taller & Heavier,307
631,Steve Barr,Left Handed,76,200,0,0,Taller,Heavier,Taller & Heavier,119
632,Ron Woods,Right Handed,70,168,0.233,26,Shorter,Thinner,Shorter & Thinner,229
633,Tony Horton,Right Handed,75,210,0.268,76,Taller,Heavier,Taller & Heavier,307
634,Randy Hundley,Right Handed,71,170,0.236,82,Shorter,Thinner,Shorter & Thinner,229
635,Jose Tartabull,Left Handed,71,165,0.261,2,Shorter,Thinner,Shorter & Thinner,107
636,Ben Oglivie,Left Handed,74,160,0.273,235,Taller,Thinner,Taller & Thinner,43
637,Luis Sanchez,Right Handed,74,170,0,0,Taller,Thinner,Taller & Thinner,100
638,Bob Johnson,Right Handed,70,175,0.272,44,Shorter,Thinner,Shorter & Thinner,229
639,Don Buford,Both L & R,67,160,0.264,93,Shorter,Thinner,Shorter & Thinner,54
640,Duane Kuiper,Left Handed,72,175,0.271,1,Shorter,Thinner,Shorter & Thinner,107
641,Brant Alyea,Right Handed,75,215,0.247,38,Taller,Heavier,Taller & Heavier,307
642,Jerry Narron,Left Handed,75,205,0.211,21,Taller,Heavier,Taller & Heavier,119
643,Lou Johnson,Right Handed,71,170,0.258,48,Shorter,Thinner,Shorter & Thinner,229
644,Ken Retzer,Left Handed,72,185,0.264,14,Shorter,Heavier,Shorter & Heavier,47
645,Mike Brown,Right Handed,74,195,0.265,23,Taller,Heavier,Taller & Heavier,307
646,Mike Brown,Right Handed,74,195,0,0,Taller,Heavier,Taller & Heavier,307
647,Greg Walker,Left Handed,75,205,0.26,113,Taller,Heavier,Taller & Heavier,119
648,Terry Harper,Right Handed,76,195,0.253,36,Taller,Heavier,Taller & Heavier,307
649,Jerry Royster,Right Handed,72,165,0.249,40,Shorter,Thinner,Shorter & Thinner,229
650,Steve Davis,Left Handed,73,195,0,0,Taller,Heavier,Taller & Heavier,119
651,Jeff Rineer,Left Handed,76,205,0,0,Taller,Heavier,Taller & Heavier,119
652,Barry Bonnell,Right Handed,75,190,0.272,56,Taller,Heavier,Taller & Heavier,307
653,Tom Seaver,Right Handed,73,195,0.154,12,Taller,Heavier,Taller & Heavier,307
654,Jerry Martin,Right Handed,73,195,0.251,85,Taller,Heavier,Taller & Heavier,307
655,Bill Stein,Right Handed,70,170,0.267,44,Shorter,Thinner,Shorter & Thinner,229
656,Joel Youngblood,Right Handed,72,180,0.265,80,Shorter,Thinner,Shorter & Thinner,229
657,Reggie Jackson,Left Handed,72,195,0.262,563,Shorter,Heavier,Shorter & Heavier,47
658,Sonny Jackson,Left Handed,69,150,0.251,7,Shorter,Thinner,Shorter & Thinner,107
659,Mark Mercer,Left Handed,77,220,0,0,Taller,Heavier,Taller & Heavier,119
660,Rodney Scott,Both L & R,72,160,0.236,3,Shorter,Thinner,Shorter & Thinner,54
661,Rich Coggins,Left Handed,68,170,0.265,12,Shorter,Thinner,Shorter & Thinner,107
662,Phil Gagliano,Right Handed,73,180,0.238,14,Taller,Thinner,Taller & Thinner,100
663,Jerry McNertney,Right Handed,72,180,0.237,27,Shorter,Thinner,Shorter & Thinner,229
664,Mitchell Page,Left Handed,74,205,0.266,72,Taller,Heavier,Taller & Heavier,119
665,Kiko Garcia,Right Handed,71,180,0.239,12,Shorter,Thinner,Shorter & Thinner,229
666,Larry Milbourne,Both L & R,72,161,0.254,11,Shorter,Thinner,Shorter & Thinner,54
667,Bill Sudakis,Both L & R,73,190,0.234,59,Taller,Heavier,Taller & Heavier,27
668,John Caneira,Right Handed,75,180,0,0,Taller,Thinner,Taller & Thinner,100
669,Domingo Ramos,Right Handed,70,154,0.24,8,Shorter,Thinner,Shorter & Thinner,229
670,Ron Oester,Both L & R,74,185,0.265,42,Taller,Heavier,Taller & Heavier,27
671,Glenn Adams,Left Handed,73,180,0.28,34,Taller,Thinner,Taller & Thinner,43
672,Clint Zavaras,Right Handed,73,175,0,0,Taller,Thinner,Taller & Thinner,100
673,Joe Morgan,Left Handed,67,160,0.271,268,Shorter,Thinner,Shorter & Thinner,107
674,R.J. Reynolds,Both L & R,72,190,0.267,35,Shorter,Heavier,Shorter & Heavier,10
675,Mike Parrott,Right Handed,76,210,0,0,Taller,Heavier,Taller & Heavier,307
676,Lee Thomas,Left Handed,74,195,0.255,106,Taller,Heavier,Taller & Heavier,119
677,Ray Fosse,Right Handed,74,215,0.256,61,Taller,Heavier,Taller & Heavier,307
678,Paul Popovich,Both L & R,72,175,0.233,14,Shorter,Thinner,Shorter & Thinner,54
679,John Stephenson,Left Handed,71,180,0.216,12,Shorter,Thinner,Shorter & Thinner,107
680,Doug Clemens,Left Handed,72,180,0.229,12,Shorter,Thinner,Shorter & Thinner,107
681,Luis Aponte,Right Handed,72,185,0,0,Shorter,Heavier,Shorter & Heavier,101
682,Orlando Mercado,Right Handed,72,180,0.199,7,Shorter,Thinner,Shorter & Thinner,229
683,Charley Smith,Right Handed,73,170,0.239,69,Taller,Thinner,Taller & Thinner,100
684,Paul Boris,Right Handed,74,200,0,0,Taller,Heavier,Taller & Heavier,307
685,Buddy Biancalana,Both L & R,71,160,0.205,6,Shorter,Thinner,Shorter & Thinner,54
686,De Wayne Buice,Right Handed,72,170,0,0,Shorter,Thinner,Shorter & Thinner,229
687,Bob Uecker,Right Handed,73,190,0.2,14,Taller,Heavier,Taller & Heavier,307
688,Felix Torres,Right Handed,71,165,0.254,27,Shorter,Thinner,Shorter & Thinner,229
689,Steve Braun,Left Handed,70,180,0.271,52,Shorter,Thinner,Shorter & Thinner,107
690,Ray Knight,Right Handed,73,185,0.271,84,Taller,Heavier,Taller & Heavier,307
691,Ty Cline,Left Handed,72,170,0.238,6,Shorter,Thinner,Shorter & Thinner,107
692,Thad Bosley,Left Handed,75,175,0.272,20,Taller,Thinner,Taller & Thinner,43
693,Bobby Grich,Right Handed,74,180,0.266,224,Taller,Thinner,Taller & Thinner,100
694,Jimmie Hall,Left Handed,72,175,0.254,121,Shorter,Thinner,Shorter & Thinner,107
695,John Boccabella,Right Handed,73,195,0.219,26,Taller,Heavier,Taller & Heavier,307
696,Brock Davis,Left Handed,70,160,0.26,1,Shorter,Thinner,Shorter & Thinner,107
697,Mark Esser,Right Handed,73,190,0,0,Taller,Heavier,Taller & Heavier,307
698,Curt Blefary,Left Handed,74,195,0.237,112,Taller,Heavier,Taller & Heavier,119
699,Daryl Smith,Right Handed,76,185,0,0,Taller,Heavier,Taller & Heavier,307
700,Dave Smith,Right Handed,73,190,0,0,Taller,Heavier,Taller & Heavier,307
701,Mack Jones,Left Handed,73,180,0.252,133,Taller,Thinner,Taller & Thinner,43
702,Buddy Bradford,Right Handed,71,170,0.226,52,Shorter,Thinner,Shorter & Thinner,229
703,Hosken Powell,Left Handed,73,175,0.259,17,Taller,Thinner,Taller & Thinner,43
704,Dave Stapleton,Left Handed,73,185,0,0,Taller,Heavier,Taller & Heavier,119
705,Dave Stapleton,Right Handed,73,178,0.271,41,Taller,Thinner,Taller & Thinner,100
706,Gary Ward,Right Handed,74,195,0.276,130,Taller,Heavier,Taller & Heavier,307
707,Jim Lonborg,Right Handed,77,200,0.136,3,Taller,Heavier,Taller & Heavier,307
708,Joe Lis,Right Handed,72,175,0.233,32,Shorter,Thinner,Shorter & Thinner,229
709,Dan Meyer,Left Handed,71,180,0.253,86,Shorter,Thinner,Shorter & Thinner,107
710,Jim Holt,Left Handed,72,180,0.265,19,Shorter,Thinner,Shorter & Thinner,107
711,Tom Klawitter,Right Handed,74,190,0,0,Taller,Heavier,Taller & Heavier,307
712,Larry Herndon,Right Handed,75,190,0.274,107,Taller,Heavier,Taller & Heavier,307
713,Gary Christenson,Left Handed,77,200,0,0,Taller,Heavier,Taller & Heavier,119
714,Jim Wright,Right Handed,77,205,0,0,Taller,Heavier,Taller & Heavier,307
715,Jim Wright,Right Handed,73,165,0,0,Taller,Thinner,Taller & Thinner,100
716,Wallace Johnson,Both L & R,72,173,0.255,5,Shorter,Thinner,Shorter & Thinner,54
717,Mike Kinnunen,Left Handed,73,185,0,0,Taller,Heavier,Taller & Heavier,119
718,Eddie Leon,Right Handed,72,170,0.236,24,Shorter,Thinner,Shorter & Thinner,229
719,Dave Rajsich,Left Handed,77,175,0,0,Taller,Thinner,Taller & Thinner,43
720,Jim Wohlford,Right Handed,71,175,0.26,21,Shorter,Thinner,Shorter & Thinner,229
